text,Preprocessed_text
"New update is horrible..it doesn't show the details of fare..should have 
upgraded it more better",new update horrible fare better 
good. frequently using,good frequently 
Good,good 
Pick me is so awesome,pick awesome 
"Many incidents with driver behavior with no action from the company. Beware 
of your security before you jump into a ride..",driver behavior action company beware security jump ride 
Best taxi service,good taxi service 
"This is a very useful app.. But there is one problem in this app ride. We 
can't get to know accurate charges for our ride..",useful app problem ride know accurate 
Good,good 
"This is a much needed service in Sri Lanka. Very fair charges and good 
service. I love it.",service sri fair good love 
It is verry good,good 
Not good,not good 
Useful,useful 
It's very useful....,useful 
Good,good 
Very useful app. keep up the good work,useful app good work 
Good app,good app 
I think that it's quite better than the old pick me,think better old pick 
"All the time we need to enterd the pick up location it want detect 
automatically its keep on fetching location but it want select the correct 
location this is need to be improve and app is very slow on theese 
days...drop location also when we type one location the app will select the 
very recent one all though I typed the location it want select please try 
to update this really helpfull for frequent users. ..",time need pick location want detect automatically fetch select correct improve app slow day drop type recent try update frequent 
"I normally use this app frequently but then always downtime blocks and etc 
are happening which is so ANNOYING! Like the other day, i wanted to get 
home asasp around 8 and this app didnt start!!!!! Like seriously? No one 
can depend on pickme Sri Lanka and specially in my hometown, people are so 
rude and they doesnt even care to call and tell me to cancel but goes the 
other direction or passing me. You all need to have some disciplines or 
sack those type of fellows. We all depend for a transportation because 
these days its not safe to walk!!! If your all doesnt look into some these 
issues, slowly you all will loose one by one and there will be bad views of 
this app. Please look into this matter specially and make the app steady 
ALWAYS.",normally use app frequently happen annoying like day home not start seriously no depend specially people rude care tell cancel go direction pass need sack type transportation safe walk look slowly loose bad matter steady 
Great,great 
Nice app very useful. Good user interface.,nice app useful good user interface 
"All the time you care ur bzns.but take care of ur drivers.specialy took 
drives.how they manage if you give them all day discount for customers.i 
think it's very bad for them end of the if they don't have any money how 
they run next day.....?",time care ur take manage day discount think bad end money run 
We can't create an account in this. I'm so disappointed,create account disappoint 
Always the best in SL!,good 
My Favourites .. But then suddenly the app stopped & now its slow,suddenly app stop slow 
"Good transport services but the drivers are taking extra money while
activated offers and taking money for short time waiting like 30 seconds or
less",good transport take extra money short time wait like
Location and navigation issues,location navigation 
"The last update is listed here only as April 02, 2018. I was informed by
Pickme official that app was updated fixing bugs just two days ago which
should be May 30th or 31st. However this present app is having many bugs
including inability to rate the drivers at the end of a ride randomly,
random erroneous Pop up window displaying no internet connection asking to
go to settings but actually my mobile internet is working. Sometimes
freezing that Pop up window compelling me to restart the phone and get back
to app which is very uncomfortable and time wasting when I'm finishing a
ride and in a hurry to get off. During rainy times it doesn't display any
type of vehicles showing as no vehicles. Sometimes forcing me to log in
using username and password when I have not actually logged out. These
errors were not so much few months before but now it's getting worse. Also
have an option to lodge a complimentary note about a good driver after the
ride just like you have the option to lodge a complaint for individual
drivers used on hires.",update list inform official app fix day ago th st present inability rate end ride randomly random erroneous pop window connection actually mobile work freeze compelling restart phone uncomfortable time waste finish hurry rainy display type show force log password get bad option lodge complimentary note good driver like complaint individual
"I can t creat a password, whatever i try its always the same message: issue
with authentication",creat password try message issue authentication
"Good at giving promos and all. some drivers are rude , some are great.but
they UNFAIRLY charge for waiting even though the customer is the one who
waits about 5-10minutes. Also I wanna know on what basis do they give promos",good give rude great unfairly charge wait customer minute know basis
Slow,slow 
"30/05/18 Recently I'd booked a three wheel and all of a sudden the app
crashed in the drivers app..Then we had to pay the driver higher price than
average.. This had happened another times too.. unsatisfied with quality of
service .. even now the trip hasn't ended in my phone..",recently book wheel sudden app pay driver high price average time unsatisfied quality service trip end phone
"A very useful app for me. Low prices and loyal drivers. Special offers.
Love it.",useful app low loyal special love
Well job,job 
"Location fetching function does not function properly for the user as well 
as the driver it seems. The drivers go all over the place because they get 
the location wrong. This has happened to me more than once and when they 
finally arrive at the location the drivers start blasting Us as if it's the 
user's fault! More than once, I had to walk in order to meet the driver as 
the driver was unable to get the directions right! Last time had to wait 
for more than 20 minutes for the driver to find the location and that wad 
only after I walked part of the way!",location fetch function properly user driver place wrong finally arrive start blast fault walk order meet unable right time wait find wad way 
It's good,good 
Good,good 
Good,good 
Good,good 
it's good,good 
Funtioning slow .... find taxi very hard,slow find taxi hard 
"I started using this app recently. I find this quite helpful and I see 
they're trying to maintain their service in an optimal level. Unless for 
the couple of times of server breakdown I've found it very convenient so 
far.",app recently find helpful try maintain service optimal level couple time server breakdown convenient far 
"Error display as something went wrong please try again later when trying to 
book a cab. This was there for couple of days but solution yet. Terrible",error display go wrong try later book cab couple day solution terrible 
No vehicles on 5.00 Pm - 7.00 PM,no 
very good servis,good 
This is a good app,good app 
Can not even register,register 
"Can't see app it says google play service updating,no visibility, app is 
completely inactive, location or cant do anything",app play service visibility completely inactive location not 
"This app is not working since last update it shows a message that ""google 
play services are updating """,app work update message play 
"It simply keeps crashing or have issues with booking a vehicle. This is 
your ultimate product, why not spend on it right and do justice rather 
patching things up.",simply book vehicle ultimate product spend right justice 
Good,good 
Ela Ela,
"It says the otp has been sent successfully to the mobile but not received 
any.",send successfully mobile receive 
"I made a complaint. But they still did not respond to that. When i tried to 
call their hotline, a recording says to log a complaint on their app and 
they will respond within two days. Now it has been more than 4 days.",complaint respond try recording log app day 
"The drivers devices have bad gps on their device, it shows that they are 
moving further from the pickup point and the zooming bug is not smooth at 
all.",bad device move pickup point bug smooth 
"App was working perfectly until this monday as there was a massage on the 
map saying ""Google play services are updating"" its still on the screen. Is 
it an issue with you guys or what? Highly appreciate your early concern. 
Please advise",app work perfectly massage map say play screen issue highly appreciate early concern advise 
Good make it more comfortable,good comfortable 
"There's a white box appearing on top of the route map ! Hence it's unable 
to see where the vehicle is! Until the vehicle arrives you are unable to 
track the vehicle! Even while on the trip you are unable to view the 
vehicle location. I'm a frequent user. Fix the issue please.",white box route map unable vehicle track trip view location frequent user fix issue 
Good Work. Helpful.,good work helpful 
App isn't working anymore it says Google Play servers are updating..why?,app work play 
"Recently the app keeps getting stuck, especially when it rains. It says 
that I booked two vehicles at the same time. The driver had been confirmed 
of the ride and my app shows that it looking for a ride. Met a few trishaw 
drivers with number plates different to what is shown in the app. It's very 
insecure.",recently app get stick especially book time driver confirm ride look meet number different show insecure 
"App just stopped working in the middle of a booking and this isn't the 
first time. This app has not been working properly for sometime. The 
drivers tell me the same thing.",app stop work middle book time properly tell thing 
Driver,driver 
Better,better 
Super,super 
"This app keeps on crashing and their customer service and the hotline is 
equally useless!! So frustrating!!",app customer service equally useless 
"Now this app is not working for me. It doesn't allow me to login either. I 
got this issue with sudden crashed",app work allow login get issue sudden 
App is not verifying my account number. Please fix soon,app account number fix soon 
"Last one week pick me app is not working, I can't see the map it doesn't 
show me the availability of vehicle, please check on this. I am frequent 
user",week pick app work map availability vehicle check frequent user 
"There is an error appear mentioning that Google Play Services are Updating. 
Hence I can not use this. Please attend",error appear play use attend 
Before I am using this app is working good I don't know why is not work now,app work good know 
Google play services are updating? Cant use app,play not use app 
This service is very great thank you for giving this service to us,service great thank give 
Gr8 👌,gr ok hand 
"App was working perfectly now after the new update it's crashing so much , 
please fix it .",app work perfectly new update fix 
"Last few days it's not working. After I call to your customer care, they 
told to reinstall but I have same problem it's not solve",day work customer care tell reinstall problem solve 
"Google play is updating.. can not book vehicles. This is experiencing since 
yesterday.",play book yesterday 
"I'm daily using this app. But it suddenly stop working. Still can't use it. 
Please help",daily app suddenly stop work use help 
Like it,like 
"Its not working for days. Says google plat is updating. Gave tried 
reinstalling but still not working",work day plat give try 
Cannot down load this app,load app 
Terrible. Most times not working. Doesn't locate places properly.,terrible time work locate properly 
Not working around 4.00 pm till 5.00pm,not work till pm 
I can't seem to use the app as it doesn't allow me to.book a vehicle,use app allow book vehicle 
"Credit card details can't be put, it keeps giving a error message. Please 
fix these things PickMe, Uber is very efficient in many ways but I choose 
PickMe because of it's history in being efficient therefore I am patient.",credit card give error message fix efficient way choose history patient 
The app stopped working all of a sudden,app stop work sudden 
Good,good 
"It's not working properly. Not showing the map either it says updating the 
google services. Tried to update everything and uninstalled and installed 
the app again. But still not working",work properly not show map try update uninstalled app 
The app stops while trying to book and it's annoying when ur in need,app try book annoying ur need 
app didn't work,app work 
good,good 
Good,good 
It is fast,fast 
"App not working correctly after the new update. "" google play service 
updating"" appers every time. Map not loading. android version 7.0",app work correctly new update play service time map loading android version 
"Both their app and service is really bad, very bad customer service.",app service bad customer 
great,great 
pickme,
"I'm a frequent user of this app but it's not working these days.Please do 
the needful as soon as possible to inquire this matter",frequent user app work day needful soon possible inquire matter 
No,no 
"Not like previous version. I cannot type drop location. Sometimes when tuk 
tuk driver calls me or once he comes to pick me only i can tell where i 
need to go. Some drivers doesn't like to come after get to know about drop 
location. But with greatest difficulty from recent used location sometimes 
i managed to select drop location. But i cannot use it for all the drop 
locations which i need to go. Same thing happenes if i need to select 
different pick location.",not like previous version type drop location driver come pick tell need know difficulty recent select use thing different 
Great App. But sometimes it shows wrong locations,great app wrong 
"When it's a pick up & a drop @ the same location, the customers have no way 
to log in that information in & it has led to many unpleasant experiences 
with chauffeurs. Because of this we would have to input an interim location 
as the final destination and when we do that, chauffeurs thinking that the 
hire is not worth the distance, reject the order. Suggestion: could you 
include ""Return to pick up location"" button in the app, in addition to the 
""Destination"" field. Then the customer will be able to mention the furthest 
location he will go + that he intends to return back. Now a hire which 
looked as if only 4kms will become a hire of 8kms and this will keep the 
chauffeurs interested and also will give them sufficient information 
whether to pick the order or not. Good service so far. Keep it up",pick drop location way log information lead unpleasant input interim final destination think hire worth distance reject order suggestion include return button app addition field customer able mention furth km interested sufficient good service far 
it's a help full app But need get more advance I like this app!!,help app need advance like 
"I love th service despite its widespread.I am here for a suggestion, how 
about adding a built in calling function for users and drivers it would be 
super awesome.",love th service despite widespread suggestion build call function super awesome 
"I'm a frequent user of this App, App suddenly stopped working in the middle 
of a booking and after that I got stuck with out a vehicle to go home more 
than 30min.... I tried the customer service number but it's no use very 
unhappy.",frequent user app suddenly stop work middle booking get stick vehicle home min try customer service number use unhappy 
App is not working properly.,app work properly 
Can't login... Still loading,login load 
"When i was searching a taxi the app suudenly stopped . They asked me to 
create an account again. This problem is not for me. This matter happens on 
fridays. Pls be kind enough to solve this matter",search taxi app stop create account problem matter kind solve 
V good,good 
"App doesn't work anymore. Got me into trouble while on a trip due to the 
app clash. Really dissapointing experience because I was a daily pick me 
user. Uninstalled",app work get trouble trip clash experience daily pick user uninstalle 
This bloody app isn't working,bloody app working 
Great app,great app 
suddently logout from the app while on the trip.,app trip 
App eka wada nane ona welawata log wenna ba,app nane ona log ba 
don't try to uninstall and reinstall it. It's not working!,try reinstall work 
ඇප් එකට අකුනක් ගහලා ඊයෙ වැස්සනේ..දැන් වැඩ නෑ පොඩ්ඩක් බැලුව නම් හරි🍌💦,banana sweat droplet 
App. Doesn't work..,app work 
"The map sometimes takes u to wrong places ecen if u put the right 
location.. Some drivers do not roads.. They are asking from is",map wrong right location 
Not working till 10th of may 2018,not work till th 
"Recently this app is not working properly. I have experienced sudden clash 
in the app. But that's not the worst thing. Even though there is a customer 
care number you don't have the option to contact a customer care 
representative. If you want to complain you have to do it through the app 
and they will get back to you within 2 days. Can you believe that. It's 
hilarious. Once I met a nuisance driver who kept me calling and troubling 
regarding the fee which he mistakenly calculated. So I wanted to call pick 
me and ask to explain the driver. It's not helpful at all to have such 
complaining system.",recently app work properly experience sudden clash bad thing customer care number option contact representative want complain day believe hilarious meet nuisance driver keep call troubling fee mistakenly calculate pick ask explain helpful system 
Lol,
Faster app,faster app 
"You can also add a passenger rating system too so the passengers' will 
learn what did they do wrong...! How's the idea?",add passenger rating system learn wrong idea 
Very good,good 
The best taxi app,good taxi app 
Worst app no vechicles on peek hours,bad app peek 
Good app i have yours contact number,good app contact number 
"Overall it's ok, but some bugs appear constantly. It gives you a message 
that driver arrived - you go out, in reality he is 10 min away. Map doesn't 
work properly.",overall appear constantly message driver reality min away map work properly 
"I tried to get details of my trips messeage says ""Unfortunately Pickme 
stopped"". Tell me how to solve this problem.",try unfortunately stop tell solve problem 
"From some hires drivers got lost. Ex: pickup location 5 kilometers hire Rs 
60/= , some customers choosing the wrong location, when we informe customer 
care then they not care. Because of that we get a panalty of Rs 50/=. We 
cant get the foreigners hire at beach side negombo. Most of the drivers 
alredy have informed for the pickme customer care and the police. But still 
they did not get action. Negombo beach side threewheel park riders had 
injured for the pickme drivers and there threewheelers. For this problems 
we need immediate solution. From negombo riders.",get lose ex pickup location hire choose wrong customer care not beach informed police action park injure need immediate solution 
This app can't open. Loading .... 😐,app open loading neutral face 
nothing,
Gii,
The most helpest app in world,app world 
"Pick me is great taxi service app but in rain there is not single driver to 
be there specially in tuk tuk",pick great taxi service app rain single driver specially 
"This is way more better than the service of kangaroo cabs, Keep it up pick 
me👍👏",way well service kangaroo pick thumb clap hand 
It's an utter disappointment,utter disappointment 
"Drivers cannot find the location often and some do not know the location 
where we should go . Also some drivers does not drop us to the exact place 
since they cannot turn again sometimes no change to return eventhou they do 
not drop us exact place we should give then correct amount to the point . 
Some drivers are so much friendly and helpful but not all thats why i didnt 
give 5 stars . Unless these errors i love pickme",find location know drop exact place turn change return correct point friendly helpful not love 
"Some of drivers refuce to come as their prefer.Also some drivers don't 
telling rubish when teenagers travelling alone.",come prefer tell 
Your drivers mislead customers,mislead 
"Dont take idiots to your company like this scumbag called MADURA whos 
driving a three weel the number plate is ABC 3974.And tell him to respect 
ladies. If u gonna use this app pls make sure u see about your own safety.",not company like drive weel number plate tell respect lady use app sure safety 
Good,good 
"Good app best taxi app is pick me if think it is bad then no one will use 
it 😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😄😃😂😂😂😂😂😂😂😂😂😆😆😆😆😆😆",good app taxi pick think bad use grin face smile eye big tear joy squint squinting grinning 
It's Getting More than 10 minits to load the app... Please Solve this issue,get load app solve issue 
"My app is stuck and showing old trip the trip is in progress. I can't hail 
a new taxi.fix that problem😡😡",app stick show old trip progress hail new taxi fix problem pouting face 
"So many tuk riders have not accepted the request at the night. And they 
accepted and asking where to go and after that telling cancel bcz he cant 
go. I dont like to go normal tuk tuk bcz i cant trust them. Otherwise 
pickme is best . Please make some conditions to that. Otherwise girls 
getting too many problems in that. And some of drivers alwys telling their 
meter is getting stuck. After that they asking too much money from us . I 
have met today also one of like that.",accept request night tell cancel not like normal trust best get meter stick money meet today 
Whole over great app💪,great app flexed bicep 
"Why we can't book mini car , car or van later? We can book onlyVIP cars 
later in New pick me update",book car van later new pick update 
Great n cheap,great cheap 
It gets stuck in the mobile verification part,stick mobile verification 
"They do not respond and the drivers provided are rude who do not have 
respect for women. And the ratings of each driver is not monitored . When 
you want to rate them and submit a comment it the app stop working..",respond provide rude respect driver want rate submit comment app stop work 
Better,better 
Previous version is user friendly. Updated one is not easy to use.,previous version user friendly easy use 
It's better than the others,better 
Very good app,good app 
"Somthing is wrong with the app.it says google play services are updating. 
Im device is on android 7.0 nouget..check if there is any problem.",wrong app play device android check problem 
thats i like app in srilanka no 1 app,like app 
Amazing application,amazing application 
Useful app,useful app 
Really good . fastest way to book a cab.,good way book cab 
"App wont open because it cant find location. Google maps can, though",app will not open find location 
"You have undisciplined drivers.because I mistakenly left my phone on thr 
seat of a tuk.I even report it the the main officer.it's being 3weeks.and i 
did not receive my phone yet.poor service... disappointed customer care..",undiscipline mistakenly leave phone seat report main officer week receive poor service disappoint customer care 
Bad service,bad service 
Excellent,excellent 
පට්ට හුත්තො,
Use ful,use 
Very good,good 
"Good app&simple way to use. Please make a app, 1time can use more then 1 
vehicle.",good app simple way use time vehicle 
Monitoring of all driver's discipline is integral,driver discipline integral 
"It doesn't let me access the app. It just shows it's loading but never 
does. Highly disappointed as it previously didn't have drivers during the 
night and now this.",let access app load highly disappointed previously night 
Good for ....,good 
patta àpp eka supiri,patta 
සුපිරි,
This is always useful to me,useful 
Always crashing,
Good,good 
Why does it ask for read contact information of each device?,ask read contact information device 
Great,great 
Red effect sri lanka.,red effect sri 
Please update your app,update app 
Excellent,excellent 
"Way too expensive!, What is this nonsense? I should pay twice the amount for this pick me hire than a normal tuk tuk hire! The normal price was 150 but this driver took 320 rupees!!!!",way expensive nonsense pay twice pick hire normal price driver take 
Excellent,excellent 
"I rate this with one star because,   I chek couple of times there is no taxies when it is raining. Drivers are getting too much time to accept the trip. Drivers arent coming to the pickup location till we call them. And they getting tooo late to come to pickup location. Its hard to find a alternative driver when confirmed driver is too far to me or in other case. I believe this is one of the stuipidest app ive ever installed to my phone. I recomened ""Do not download this app"". Download some other app which can be good for this purpose. Im done with it.",rate star couple time get accept trip not come pickup location till late hard find alternative driver confirm far case believe app phone good purpose 
Good,good 
ITS GOID,
THE BEST TRAVELLING APP!,good app 
A very important app which every phone have,important app phone 
Awesome,awesome 
"I wanted to book a taxi but it's always saying no vehicles in the app,please fix this problem or else this app will be considered as a useless app as it does not satisfy anyone in a way and I prefer that this app should have more vehicles",book taxi say app fix problem consider useless satisfy way prefer 
Not gud this,not gud 
Good,good 
Very useful..!,useful 
The new app crashes all the time. I have two other apps from Uber and kagaroo do not have this issue. It sucks,new app time issue 
Shape,shape 
One of the best services i got today. Awsome customer care.,best get today customer care 
I don't get the SMS alert anymore and it gets jammed during traffic time,alert traffic time 
"The drivers r in this app r thives ,today  a driver called ranjith took my 5000/= and didn't gave me the balance money,several times I complaint,no use",app today driver take give balance money time complaint use 
Half of the time no vehicles,half time 
Very useful.,useful 
This should is great,great 
This is better than uber,well 
It's  a  good  ride,good ride 
This is the greatest this happened in Sri Lankan transportation!,sri transportation 
"Whats the use of a taxi app, if the nearby drivers do not pick our request, Its annoying the that the drivers have the facility to decide to go or not. Sometimes its a time waste when waiting for someone to pick your request while available vehicles are nearby.",use taxi app nearby pick request annoying facility decide time waste wait available 
New update is not user friendly. App crashes every time I open,new update user friendly app time open 
Good,good 
Most horrible worst service in sri lanka..bad behavior drivers..and eating our money only running behind money bad customer caring..please dont use this 3rd class service,horrible bad service sri behavior eat money run customer not use rd class 
Great app,great app 
Good apk,good 
Nice app,nice app 
Very use full app daily I use pick me,use app daily pick 
But no drivers at all,
👌👌👌👌👌👌👌👌,ok hand 
Good App,good app 
"Cheaper than uber. But qualities of most of the drivers are also cheaper and unprofessional. And unlike previously, in the latest app, I could not find the vehicle number of the driver when I made a booking. I had to call the driver and ask the vehicle number. Need to improve.",unprofessional unlike previously late app find vehicle number driver book ask need improve 
Best. Trusted. 5 star,best star 
Great app to travel,great app travel 
nan,nan 
The promos rarely work. Useless app,rarely work useless app 
Excellent,excellent 
Poor taxi service. Poor customer service,poor taxi service customer 
Good driver's needed,good driver 
Good!,good 
Bad driver's are there,bad driver 
"DO NOT ADD YOUR CARD TO APP, the driver continued driving for 2 hours and directly charged my card 3000+ SLR, it has been over 1 month and Pick me have not solved the problem",not add card app driver continue drive directly month pick problem 
i hate pick me. everyday when i want to go to pick my child from the school i book pick me. but they call and ask for the drop off place and cut the line. not answering for my call or not cancelling the booking. so i wait long and finally go without pick me. some of these drivers make ur company statis so mean. thanks,hate pick everyday want child school book ask drop place cut line booking wait long finally ur company mean thank 
Very good  apps,good 
Great service.,great service 
This appp is a life saving app &lt;3,life save app 
I don't know how to get my pic on there but it a good app I really like like it,know pic good app like 
App has both functional and non functional issues. Most of the time pickme is not capable of loading the map pointed to current location(cant be an issue with phone since i have three other map based apps and they all work). This is the taxi app with highest data consumption (much higher than uber or kangroo). I noticed it accidentally and tested it few times and results were same.,app functional non time capable loading map point current location not issue phone base work taxi high datum consumption higher accidentally test 
What's the price for 1 km?,price 
Best app for get a cab.anywhere anytime.better then uber.,good app cab better 
Poor app,poor app 
Dehiwala,
The app is OK .the actual taxis not so much,app actual taxi 
No benefit for customers if the driver arrives late. They charge you for canceling so you have to wait until driver arrives even if takes 1 hour. They charge us for waiting on the ride but no waiting benefit when we wait for vehicle.,no benefit driver late charge wait hour ride vehicle 
"Im a tourist, i use uber in the UK. This app is somewhat similar to uber although the sri lanka local equivalent. The app itself is great and works as you would expect.   The issues i encountered are due to drivers, many call you to ask the pickup and drop of location. This is typically with older drivers, the younger ones who know how to use there smartphones had no such issue. Often when a driver does ring, you end up cancelling the trip as you are unable to communicate sufficiently well with them to explain your pick up and drop off location.  The only bad experience was a driver who asked for 1000 rupees to drive back to Mirissa after dropping us off at Yala. After a long trip i wasn't up for arguing so paid him 500 rupees.  Overall i would recommend the app to tourists, as long as you are not expecting as seamless a service as uber is in the western world.",tourist use app somewhat similar local equivalent great work expect ask pickup drop location typically old young know issue driver ring end trip unable communicate sufficiently explain pick bad experience drive long overall recommend seamless service western world 
The services aren't very good. The drivers accept the trip and then call us and tell us to cancel the trips. It happened to me so many times now. The drivers use fowl language even with women. This needs to be fixed. I Will recommend uber than pick me.,good accept trip tell cancel time use fowl language need fix recommend pick 
No goog com,no 
Useful,useful 
Best pick up service in 🇱🇰 ....,best pick service sri lanka 
Map doesnt load after the new update!!!,map not load new update 
This is the best one,good 
Superb n a much needed app!!,superb app 
Awesome,awesome 
Useful,useful 
good,good 
Slow,slow 
"Driver picked a foreigner from the other side of the road, leaving me stranded. Fellow had started the trip so I was unable to book another ride. Support is not available for assistance in such situations. It's been a about a week since I complained, nobody got back to me.",driver pick foreigner road leave fellow trip unable book ride support available assistance week get 
Thalawathugoda,
Good and some one not do humanity small boy went to SSC ground and driver take 170 rupee by cost is 122😭😭😭😭,good humanity small boy go ground driver rupee cost loudly cry face 
Timly service,service 
Not bad,not bad 
Thank you for making this great app and this is so useful for everyone for their day to day life.. it is also better than uber,thank make great app useful day life better 
Dhape,
Very useful taxi app i ever seen. Love it.,useful taxi app see love 
I like this app soo much and it is soo use full,like app use 
Easy traveling but it takes lot of phone space but unable to move to SD card on Android galaxy J5  (5.1.1 lollipop ),easy travel lot phone space unable card android galaxy lollipop 
Great App very Usefull,great app 
Very usefull,
"So much better than uber.   Cheaper prices (because pick me charges drivers 10% while uber 25%)  Great service (more vehicles compared to uber).   More vehicle types (tuktuk, nano, mini car, car, van, vip etc) which matches the price I pay.   Friendly drivers. I have gone on about 30 trips and have found all the drivers to be nice folks.   Also there is a waiting fee feature (Rs. 240/hr I think) so drivers don't complain for waiting. Plus it allows us to hire one vehicle for many trips with short stops.   The app is very reliable. Never crashed. It has all the required functionality.",well pick great service vehicle car van price pay friendly go find nice wait fee feature think complain plus hire short app reliable functionality 
Valuable  service,valuable service 
Nice app,nice app 
It's an awesome app...Loved it❤Very useful...Great service!Tysm for ur wonderful service😊I would surely suggest everyone about this app☺,awesome app red heart useful great service ur wonderful smile face eye surely suggest 
Good,good 
Horrible .....do not use Data not secure,horrible use datum secure 
Very bad. Number of drivers here are not decent There are number of short cuts to archive the place but they always try to go by long roads (indirect ) then they can charge lot. If anyone familiar in Colombo nothing matter But what about others? Very bad  Indecent 👎👎 I usually used this so I know But I don't use this now  What's the hell is going on? Lol,bad number decent short archive place try long indirect charge lot familiar matter indecent thumb usually know use hell go 
It charges Rs.350 per waiting hour but the app says Rs. 210 per hour. Also the rate per km is more than Rs. 33 as stated by the app. Other than that it is a very convenient app for transport,wait hour app rate state convenient transport 
"cunning drivers, trying take longer routes to charge more. disgusting",cunne try long charge disgusting 
Thank You PickMe! My PickMe ride was totally free today. Much appreciated  and a very Happy customer ♡,thank ride totally free today happy customer 
Nice app,nice app 
Very useful app and easy to use,useful app easy use 
Verry useful,useful 
It says to turn On the location service but its already On..,turn location service 
Superb but need more free rides,superb need free 
At around 4pm there are no vehicles of any type at hulftsdorp area. The pick me management must monitor theor drivers as well. Once a driver asked for more money than what appeared on the pickme reader telling there is something wrong in the machine. I even placed a complain at that point. But it appears to be more and more corrupted drivers. Should check all these. Cz the app is becoming very unpopular.,pm type area pick management monitor driver money reader tell wrong machine complain point corrupt check app unpopular 
its ok  but...,
"Pick me is not available most of the times in kandy,Srilanka",pick available time 
Just wow... My 1st trip to kadawatha was good. Very deasent driver. Thanks Pick me,wow st trip good driver thank pick 
"Terrible people, horrible service, I won't recommend it to anyone... Not reliable at all...saying this with experience",terrible people horrible service recommend not reliable say experience 
Good,good 
Very good,good 
It's good,good 
Not good service.,not good service 
not responsible not good service,responsible good service 
It s a good app,good app 
Good services,good 
Gud,gud 
Good app,good app 
"The worst cab hailing app in Sri Lanka and possibly in this South Asian region. Horrible, unprofessional, unethical, nosy, indisciplined drivers who have no idea where they are going, cancel the ride after accepting and  keeping you waiting for hours on end. Use the Kangaroo cab app.",bad cab app sri possibly south region horrible unprofessional unethical nosy indiscipline idea go cancel ride keep wait end use kangaroo 
An easy mode of online travelling,easy mode 
Good service to people,good service people 
Is this app working on Oreo ?,app work 
Good,good 
Tell the pick me driver's to stop asking location,tell pick driver stop location 
This app is very good but the location is the only problem...,app good location problem 
Well,
Important software,important 
Awesome,awesome 
ElA,
COMMERCIAL bank and panasia cards not supported.  Writing here because customer Care dont reply..,commercial bank write customer care not reply 
Best service in srilanka,good service 
A good app to make your travelling easy 😎,good app easy smile face sunglass 
Nis,
Good,good 
This app took my tourism experience to the next level in Sri Lanka. It provided me Tuk Tuks in the most remote locations in Sri Lanka. I am writing this review as a gesture of gratitude towards the company,app take tourism experience level sri provide remote write review gesture gratitude company 
Superb,superb 
Driver cant find location .poor service,driver not find location poor service 
Very good app,good app 
Good,good 
Good app❤️,good app red heart 
It is good,good 
Good,good 
Good,good 
Good service,good service 
Great app,great app 
Used this for most of our local trips in Colombo and Kandy. No hassle of bargaining with the drivers. Perfect!,local no hassle perfect 
not for the app. but for the drivers who attend for hires early mornings,app attend early morning 
Driver careless,driver careless 
Anyway good,good 
Good  less money and now it's hard to take a vehicle,good money hard vehicle 
Shows a ride which i  travelled  on 31 jan 2018 and its still active and i cant select a new ride.,ride travel active not select new 
"Horrible app. After I chnged to a new phone, i cant use my account any more. The verification process says its sending an sms to my phone which I never recieve. And in their infinite wisdom the creators have not added another verification method. Just wow!",horrible app new phone not use account verification process send infinite wisdom add method wow 
Very poor service,poor service 
Very convenient,convenient 
"The estimates are no way close to the amount they charge. It's always the same estimate even during traffic times. It always says 100-104 to this one trip I take regularly but always charge around 150. And once on another trip it said 50-55 eventhough the starting price is 60 hahahaha.  The drivers accept our trips and then scold us saying it's a short distance. We already told them our drop off location so couldn't they have seen that earlier when accepting trip.   Also,the whole point of having maps is so that they'd know the way and won't ask us. But hey,they ask us, we don't know and they go around in circles and charge us more  Get Pick Me!💯",way close charge estimate traffic time trip regularly say start price accept scold short distance tell drop location see point know ask hey pick 
Book now button is not working in Sony aqua m4.,book button working aqua 
"Very slow.... when i call the driver, he is not answering and cut the line. They comfirm the book and im still waiting for half and hour.",slow driver cut line book wait half hour 
Prefect,prefect 
"Why you charge LKR 60 as a call up charge? In normal Tuks, it's LKR 50 for the first Kilometer and then chargeable more after the first kilometer. But in pickme you charge LKR 60 and charges  LKR 93 if we only travel 1 km.",charge normal kilometer chargeable travel 
Ela,
Very good,good 
At all time no vehicle available 😤😤😤,time vehicle available face steam nose 
Worst cab service ever. Drivers are very careless and the poorest service ever had...,bad cab service careless 
Good,good 
Good use full app,good use app 
Jazakallah,
Worst app for booking  vehicles,bad app booking 
Good,good 
The new update is worst and cannot use it,new update bad use 
Its very good and if you  are trying to valid as in kurunegala thats too better.,good try valid well 
Can't see app sharing button. Pl arrange it. App is ok. But sometimes location  is not correct therefore drivers are going  to wrong places. Waste time of drivers and customer.,app button arrange location correct go wrong waste time customer 
