text,Preprocessed_text
The delivery was great but the food was terrible! It was ? Days old  hard like it was cooked last week. I was very disappointed in I-57. Ive bought barbecue from them for years but wont anymore!,the delivery great food terrible it days old hard like last week i disappointed i bought barbecue wont
Way better than skip the dishes,way better skip
I can never use the app when I want to. It always shuts off in the middle of me ordering or it just doesnt load. It wont accept my card and error messages FOR EVERYTHING! Please help me sort out the issue.,i never use app i want it always middle doesnt load it wont accept card error for everything please help sort issue
Reliable! Way better than grub hub in this area,reliable way better grub hub area
I dont have macdonald's on my app!!,i dont app
Location error. My location settings are on and permissions are allowed.,location error my location
Not yet available. Their hex pattern of coverage stops 60 seconds from me. Just before a neighborhood,not yet available their hex pattern coverage just neighborhood
Really easy to use. Gives accurate updates on delivery.,really easy use accurate delivery
Uno me deja comprar y no me deja dar de alta mi teléfono,dar de mi
This app does not even let you confirm your order before taking money out of your ACCOUNT!! ..... I was ordering my first order... After putting the order in the basket.... Without any click or confirmation order just went through..... No option for cancelation either.....restaurant started preparing straight away... Within seconds... .. Very strange... I WILL STICK TO JUST EAT... Awful experience... Spoiled our dinner 😣,this app even let confirm order taking money account i first order after order basket without click confirmation order went no option cancelation either restaurant straight away within very strange i will stick to just eat awful experience spoiled dinner persevering face
Orders are cancelled all the time hours after they are placed. I am not sure why Uber allows you to schedule a pickup because it's always after 5pm  nothing before that. Also  if you make an order at 1  it will auto cancel by 3. The fact there is no customer support says everything about Uber. They suck,time i sure schedule pickup always pm nothing also make order auto cancel the fact customer support everything they suck
Easy and Convenient,easy convenient
I wasn't going to write a review but I changed my mind when I kept receiving phone calls about my order not being correct. I specifically ordered Seafood Enchiladas which is listed under that category. They had the driver call me to ask what type of seafood because apparently it only showed seafood and not enchiladas. I ordered chicken chimichangas under that specific category as well. Finally the lady from Guapos got on the phone. Very frustrating!,i going write review i mind i kept phone order correct i specifically ordered listed category they driver call ask type apparently i ordered chicken specific category well finally lady got phone very
Kinda disappointing. Orders aren't always complete or correct. I've given feedback and received no real compensation.,disappointing always complete correct i given feedback received real compensation
Some extra charges made but the app is ok,some extra made app
Excellent,excellent
First of all the driver went to the wrong address. Then when they finally arrived we were missing half our order. We called the restaurant and they said oh it happens all the time you need to contact Uber. They take more than one order at a time and give them to wrong customers or miss them out in the car. We then tried to call the driver and his phone was already blocked.,first driver went wrong address then finally missing half order we restaurant said oh time need contact they take one order time give wrong miss car we tried call driver phone already blocked
خدمه سيئه جددااا و انا طلبت اوردر جالي غلط و مش عارفه اكلم الي جبلي الاوردر بسبب الاختراع الفاشل اني مش هاينفع اكلمه برغم انه الرقم الي كان مسجل ده اولا ثانيا يعني ايه المبلغ ما يتردش في ساعتها و العميل الي طالب الاكل ايه النظام يشرب الاكل ولا بستانه انه يخدوا بعد ايام بجد خدمه سيئه جدا و كمان كيفية حل المشكلات اسوء بكتير و لو ينفع ما اعملش نجمه ماكونتش عملت ياريت يتم الرد ع مشكلتي,
Handy deliveries. Saves leaving the house.,handy leaving house
👌,ok hand
I love this app,i love app
Great,great
Must snack! This helps! Especially when I'm too sick to leave the house and don't feel like cooking either.,must snack this especially i sick leave house feel like cooking either
Way better than skip the dishes,way better skip
Good,good
Update The customer service was supporting and resolved my problem within 1 hour. I did not receive one of my item what i ordered for my son  he is very disappointed. Also because i am new to using this app (my first time ever) i put the wrong amount of tip  which when i tried to edit  it added to the older one. However the app states you can edit the tip.,update the customer service supporting resolved problem within hour i receive one item ordered son disappointed also new app first time ever put wrong amount tip tried edit added older one however app edit tip
Not responsive,not responsive
The worst app ever. I ordered my food waited 3 hours received NOTHING,the worst app ever i ordered food received nothing
Sem coupon de entrega gratis nao vou pedir mais.,coupon de gratis
Does not have coverage in many areas in Canada,does coverage many canada
Wonderful,wonderful
There's often a problem but it always gets sorted (usually a refund). Better quality restaurants than JustEat.,there often problem always sorted usually refund better quality
Good,good
my order was placed 3 times and charged me 3 times also. waiting currently for customer service rep...,order times times also waiting currently customer service rep
Payment failed  don't worth to download it... Waste of time,payment worth waste time
Doesn't allow you to order McDonald's breakfast even though it's been a 24/7 thing forever now. Update your app,does allow order breakfast even though thing forever update app
So angry. My order was cancelled with no reason why. There is no option to talk to anyone. My phone number is correct and hasn't changed so I don't understand why someone couldn't call me,so angry my order reason there option talk anyone my phone number correct i understand someone could call
Fast delivery,fast delivery
Charges are way too much,way much
Very convenient.,very convenient
Great!,great
Great app. Very convenient and usually fast.,great app very convenient usually fast
How the hell should I locate my address  such a useless app,how hell i locate address useless app
Excellent,excellent
Needs more coupons,needs
Decent,decent
How come it says that the service isnt in my area yet but i have McDonald's close to me,how come service area yet close
Great delivery service,great delivery service
Excellent from order to delivery!,excellent order delivery
They can't find the address ever. Why should I WALK TO FIND MY FOOD. hire better people!!!!!!!!,they find address ever why i walk to find my food hire better people
Easy and fast,easy fast
Atendimento horrível  bugs no app  estimativa de entrega errada,app de
All those extra fees you charge don't go to the drivers so stop acting like they do. Sick of paying more and more money to get less and less service from all these apps.,all extra charge go stop acting like sick paying money get less less service
Amazing,amazing
JUST BEEN ADVISED BY UBER TO UPDATE BECAUSE APP NOT WORKING - EVEN WORSE! CONSTANTLY STALLS IF YOU USE SEARCH OR ORDER FROM TWO PLACES  BETTER THAN JUST EAT. Installed and used the service once before being asked to verify my credit card which I did several times to no avail. I then installed the update - same problem. I even check with the bank that all was well before uploading a different card only to be asked to verify the new card before being advised that the account was disabled. 2019,just been advised by to update because app not working even worse constantly if you use search or order from two better than just eat used service verify credit card i several times avail i update problem i even check bank well different card verify new card advised account disabled
I am trying to login but my passward or email id is not accepted in the app,i trying login id accepted app
Great app!!,great app
Easy to use.,easy use
Last update causes the app to stay in address search. Doesn't change from that screen.,last update app stay address search does change screen
Great if you're lazy and don't want to get up but your order will double in price with all the fees and also they added a new feature that allows people to deliver on a bicycle so you'll get your food in a hour minimum,great lazy want get order double price also added new feature people deliver bicycle get food hour minimum
Quick and efficient!,quick efficient
🦁,lion face
I love the convenience. Never had any issues delivered on time piping hot and delicious.,i love convenience never time piping hot delicious
Waste app,waste app
Update as of 02/22/2020: Although I've enjoyed the app  and will still use it again  I am reducing 1 Star  due to this Deal they started by offering free delivery if you schedule the delivery. It's not worth it. You get no map and the app cancelled one minute after the 7:45-8:15 delivery window (I ordered at 6:55pm) saying the restaurant couldn't accept my order  when in fact they just had no drivers. I spoke with the restaurant and went and picked up my order. I should reduce it 2 stars...,update although i app still use i reducing star due deal offering free delivery schedule delivery it worth you get map app one minute delivery window i ordered pm saying restaurant could accept order fact i spoke restaurant went picked order i reduce
In the term of food   delivery and offers it's better than both swiggy and Zomato but I just can't login it's very difficult to login again if u have deleted the app once and I just can't login again Its very very difficult please clear this issue #teamuber. If possible help me out,in term food delivery better i login difficult login u app i login its difficult please clear issue if possible help
It was nice,it nice
Super mal servicio de la persona en la linea de atención a clientes. No puedes cancelar tu orden aun cuando quieres cancelarla después de 1 min. Y en atencion a clientes te ofrecen cancelar la orden pero te cobran el 100% aun cuando el negocio aun no prepara los alimentos jajajaja que gran ayuda.,super mal de la persona en la linea de no tu de min y en te la te el el
Well designed,well designed
One of my items were missing from my order Only received 1 x chicken strips and paid for 2 x chicken strips So disappointed 😥,one missing order only received x chicken x chicken so disappointed sad relieved face
Good,good
This is so convenient! Each time I have gotten my food it's hot. The McDonalds I go to has an Ubereats sticker on the door  yet I can't find it in the list of fast foods. You have my vote! 🙋‍♀️,this convenient each time i gotten food hot the i go sticker door yet i find list fast you vote woman raising hand
Great app and great deals through them,great app great
Excellent service,excellent service
App needs an update can't open,app needs update open
Very good,very good
Absolute rubbish  if you want an ice cold meal 2 hours late then this is the app for you. Once you have paid for the order that is the start of a lot of stress. You can not contact anyone about the order  you can also not cancel the order  even when you have been waiting for nearly two hours. Your food finally arrives when you don't really want it. Probably the worst service you could ever expect. Steer clear !,absolute rubbish want ice cold meal late app once order start lot stress you contact anyone order also cancel order even waiting nearly two your food finally really want probably worst service could ever expect steer clear
Buena app pero malo que le suban el precio a la comida. El costo de reparto como sea pero que los platillo estén más caros no está padre.,app malo el la el de sea padre
Spent 15 minutes trying to figure out how to apply a 50% promo discount that I do have in my promotions. Failed. Will order with another app.,spent trying figure apply discount i will order another app
Poor app and poor service from this uber eats please avoid,poor app poor service eats please avoid
Superb!!!,superb
Good,good
Convenient,convenient
Great service,great service
getting an error like account has no password on the first screen where user is supposed to give a number to register.,getting error like account password first screen user supposed give number register
Cannot remove or add my new payment method. Weird error but no option to remove old payment methods. Free delivery expired. Was excited about a mexican breakfast. Too bad...,can remove add new payment method weird error option remove old payment free delivery was excited breakfast too bad
Easy to use,easy use
Good app lad,good app lad
Awesome,awesome
Horrible every time I tried it! The app give wrong directions to its driver causing long delays  very hard to contact drivers to help with directions. When contacting customer service not very helpful. There are much better alternatives in the area that are less expensive and much quicker! My bad for letting them burn me on multiple occasions! Will not use again!,horrible every time i tried the app give wrong driver causing long hard contact help when customer service helpful there much better area less expensive much my bad burn multiple will use
Disappointed they don't deliver breakfast all day  even though breakfast is served 24 hours at McDonalds.,disappointed deliver breakfast day even though breakfast
Awesome,awesome
Awesome,awesome
Drivers always take long  food always cold. Ubereats will never resolve complaints! Only makes life more difficult! Rather use Mr Delivery. Much better service and friendly complaint resolution.,always take long food always cold never resolve only life difficult rather use delivery much better service friendly complaint resolution
Love how easy it is.,love easy
These people don't care how many orders they get wrong or whether or not your food arrives. I had so many orders that were wrong with food that didn't arrive. They refused to refund me and just say we understand this might not be what you want. No it's not good enough! In the eyes of the law you have stolen money from me by not providing me with the correct items. It's disgusting and I will never again use this service.,these people care many get wrong whether food i many wrong food arrive they refund say understand might want no good enough in law stolen money providing correct it disgusting i never use service
I can't order food. The app falsely says my payment options are invalid. I'm very annoyed by this.,i order food the app falsely payment invalid i
Good,good
Good stuff,good stuff
Why you asking download zomato app,why app
Try to use it but ask for a passdword but nowhere to punch it in.,try use ask nowhere punch
Everything has been as ordered.,everything ordered
Good,good
😘,face blowing kiss
Works exactly as it says it should. Provides exact feedback of where the food is.,works exactly exact feedback food
Great app,great app
Great,great
NO WAY TO STOP ANNOYING TEXT MESSAGES,no way to stop annoying text
I am unable to create new uber eats id. And it does very slow work for verification. So i have unstalled the app Thank you,i unable create new eats id and slow work verification so unstalled app thank
If this is acquired by Zomato  then why the hell are you keeping this app in playstore. Delete this  uber eats was way better than ZOMATO,if acquired hell keeping app delete eats way better
Works out good sometimes.,works good sometimes
Love everything about this app. I cant cook period. This app is a life saver,love everything app i cant cook period this app life saver
Quick service  no problems with delivery. Definitely will use again!,quick service delivery definitely use
I love the variety and convenience.,i love variety convenience
Now it is not coming,now coming
Food was cold and order incomplete  tried to contact them for a part refund which they openly refused. Absolute BS.,food cold order incomplete tried contact part refund openly absolute
Horrible  getting wrong location all the time...,horrible getting wrong location time
Good,good
Great while I'm in London at work or with friends. Not so good in Kent but can't hate on it for that yet ..,great i work not good kent hate yet
Good,good
Nic app,app
Refuses to install on my tab yet when i try inserting the phone number on my phone it doesn't send the sms I have the buy one get one free offer i wanted to use.,install tab yet try phone number phone send i buy one get one free offer use
Not enough delivery drivers in my area!,not enough delivery area
Good,good
Why isn't it available in Protea north yet  so dissapointed,why available protea north yet
Promotions don't work,work
Great app,great app
Is Uber Eats banned in India? If yes Please Reopen it again....,is eats if yes please reopen
Easy to use.,easy use
Nice app.,nice app
App works well,app works well
It's good for all time,it good time
Don't like zomato. They do not offer cheap as u guys used to.....😬😬😬,do like they offer cheap u used grimacing face grimacing face grimacing face
Excellent,excellent
Excellent,excellent
Apparently my driver is retarded. Delivered to the wrong address but still marked as delivered and charged me for it. Will not use again.,apparently driver retarded wrong address still marked will use
Not user friendly. Riders Take too long to pick up orders,not user friendly take long pick
Love... It's just amazing,love it amazing
My order was incorrect but there's no option to speak to anyone so you can only take a picture and message them which after 2 hours they still haven't replied. Deliveroo you can ring them if your order is wrong and they'll get a new replacement order sent out. Update....I received a reply after 3 hours which I have only been given a £0.60 refund to cover the extra sausage I had ordered but they've refused to refund the difference between the what I got and what I ordered. I'm not happy at all,my order incorrect option speak anyone take picture message still ring order wrong get new replacement order sent update i received reply i given refund cover extra sausage i ordered refund difference i got i ordered i happy
A very convenient app to buy food and have it delivered.,a convenient app buy food
This is best,this best
Nice,nice
If I knew it was that easy I would have done it a long time ago,if i knew easy i would done long time ago
I opened an account using my mothers number yesterday  it is now temporarily disabled (without any orders placed). On my account i ordered 2 times before without any problems  but it's disabled too now. What should i do?,i account number yesterday temporarily disabled without on account ordered times without disabled what
what is the customer support number?,customer support number
Terrible it won't let me checkout,terrible let
Simple,simple
👍👍👍👍👍,thumbs thumbs thumbs thumbs thumbs
صصصصصثص٢ض٧,
The worst food delivery app that could ever be made!,the worst food delivery app could ever made
Its fine,its fine
Waste app when i forget my password i can't get my account back,waste app forget password get account back
Stupid App  no cancel button  no nothing  totally hated it,stupid app cancel button nothing totally
Worst app ever,worst app ever
Love this great to get food from places which you can't normally get a delivery from,love great get food normally get delivery
Absolutely amazing to use !,absolutely amazing use
GG,
Terrible app. Always glitchy and their process is so loose that you will end up getting the wrong order 40% of the time no matter where you order from.,terrible app always process loose end getting wrong order time matter order
Difficult to use,difficult use
Uber Eats is a life saver! As a single Mom with a busy schedule and a small child  sometimes cooking is exhausting after arriving home late. Uber Eats allow me to help with homework and spend that time with my daughter instead of cooking sometimes. Service is great  food is great and I have never experienced bad customer service. I will continue to use Uber Eats regularly. 😊,eats life saver as single busy schedule small child sometimes cooking exhausting home late eats allow help homework spend time daughter instead cooking sometimes service great food great i never experienced bad customer service i continue use eats regularly smiling face smiling eyes
Good,good
Helpful,helpful
Easy to use and excellent service,easy use excellent service
Since changing my phone it will not let me log into the app i get message saying this email is already in use.,since phone let log app get message saying already use
This is my first order with uber eats its been well over an hour and the app just says they are having trouble finding a driver but i cant get a refund maybe you should have a driver before you charge someone i am very displeased,this first order eats well hour app trouble finding driver cant get refund maybe driver charge someone displeased
Great app for scam. Uber eats here for cheating. No option for cancellations even after a second.I didn't took the food still they charge,great app scam eats cheating no option even second i took food still charge
Very sad uber eats best home delivery food apps and best discount but uber eats is close so food and discount service are not available open apps and goes to zomato apps zomato is pure discounting apps so uber eats 5 star down 1 star 😖,very sad eats best home delivery food best discount eats close food discount service available open goes pure eats star star confounded face
Frustrating I want to cancel because the time keeps going up but it wont allow me. Also I kept trying to put my address and it was not working even though I have use this app before. Wasted a lot of time and it is annoying 2 use,i want cancel time going wont allow also i kept trying put address working even though i use app wasted lot time annoying use
Great choices for food. But sometimes the food is delivered by bicycle and I've had cold food more than once.,great food but sometimes food bicycle i cold food
Fantastic!!,fantastic
I've never recieved an order placed after midnight before 4am. You probably shouldn't use this app.,i never order midnight you probably use app
Well developed UX,well
Good,good
Awesome,awesome
It says but ur Uber account and I don't have one and I can't find the way to be a registered,it ur account i one i find way registered
I cannot order by this app. Why do not order by this app?,i order app why order app
This app isn't letting me log in. Everytime I key my password it says it is incorrect and when I choose forgot Password and enter my email ID  it is being reckoned incorrect. You guys suck!!!!!,this app log i key password incorrect i choose forgot password enter id incorrect you suck
THEY'RE THIEVES! I used to be fond of this app but they've cross the line this time! I was not delivered some items that I ordered from KFC so they sent me an email saying that I would be refunded the entire amount not 75 SAR. The amount appeared in my Uber wallet a few days later but when I used it to order food from a restaurant  the app didn't utilize the money in the wallet but deducted from my credit card! They have no customer care number that you can contact nor can you speak to anyone!,they re i used app cross line time i i ordered sent saying i would entire amount sar the amount wallet days later i used order food restaurant app utilize money wallet credit card they customer care number contact speak anyone
I can't open a new account,i open new account
False promotions and fake deals..... I ordered as specified to be granted the promo and they didn't deliver it  when I sent a ticket they just refund 50% of the promo and says order it again.....,false fake i ordered deliver i sent ticket refund order
Excellent in general but I wish there was free delivery 😓,excellent general i wish free delivery downcast face sweat
Great service and partnered with some fantastic restaurants. Now your able to order from almost any restaurant,great service fantastic now able order almost restaurant
For past 3months ive been havibg alot of problems getting a response back from customer service on verifing my phone numder is mine and giving back to me on ur website giving me full access to my account ive lost so many GOOD MONEY SAVING DEALS that ive recently been thinking about deleting my hole account and the other issue that was aggrovating none stop all the time that when u have ur credits u cant use them,for past months getting response back customer service phone mine giving back ur giving full access account lost many good money saving recently thinking hole account issue none stop time u ur u cant use
Quick and very good service,quick good service
Great experience with this app. Uber user friendly  delivery prices are sooo affordable as compared to competitors  restaurants pay attention to special requests. Overall good experience.,great experience app user friendly delivery affordable pay attention special overall good experience
Very Good,very good
Absolutely great!,absolutely great
After my initial issues with set up  the app worked well,after initial set app worked well
Took my money did not bring me all my food it was cold and missing items . The driver would mot bring my food hadicap had to go up the street to get my food. Want order from uber eats no more spend to much money with these company to be done like this.,took money bring food cold missing the driver would mot bring food go street get food want order eats spend much money company done like
i canceled my order but didn't do it in the few seconds that i was 'given'  so they took my payment and did not refund my payment. when i contacted the restaurant where i wanted to place my order  they told me that they did not start my order because it was canceled. yet uber eats state that there will be no refund once the restaurant has started with the order  in this case the restaurant didn't even start the order  so where is my refund uber eats?,order given took payment refund payment restaurant place order told start order yet eats state refund restaurant order case restaurant even start order refund eats
I cannot past through after entering my phone number. Seriously?,i past entering phone number seriously
Watch out for Uber eats their drivers they employ steals your food while Uber eats takes your money  filling brilliant scam they running,watch eats employ food eats money filling brilliant scam running
caro,
First time use  great service.,first time use great service
My app not working,my app working
Offers are not available,available
Don't tell me again to d it takes me a day of work out then I'm back tk behena deme no  que no te ok digo no por qndrieal,do tell day work i back deme te
Uber made it so convenient to get what you feel like having that day. The app is easy to use and the gps tracking with two way comunication is extremly usfull. You see where your food is (give or take a minute) and can make yourself readily available. I really enjoy this app and hope uber makes a personal shopper version aswell.,made convenient get feel like day the app easy use two way you see food give take minute make readily available i really enjoy app hope personal shopper version aswell
Don't believe in free delivery,do believe free delivery
Good for putting order. But it doesn't allow to select delivery address on map(like uber) and when we type address its shows nearest address which is already on the map then we have select it and type rest details again. This makes delivery guys confuse and they always go to the location shows on the map then call and says I'm here then I have to again guide them through phone to how to get to the correct address. This really been a nuisance  please add select delivery location on map feature.,good order but allow select delivery address map like type address nearest address already map select type rest this delivery confuse always go location map call i i guide phone get correct address this really nuisance please add select delivery location map feature
It's okay,it
After downloading this app it says add ur account it doesn't even give me an option to say create an account and when I add my number it says ur account does not have a password and it does not give me option to set my password 🤔,after app add ur account even give option say create account i add number ur account password give option set password thinking face
Won't allow me to amend my bank card details my account for ny new card without adding a second card to be able to delete the first card. Very poor system which is inconvenient  time consuming and stopped me from make a purchase through this app. Not happy. Very bad first impression. Thought uber eats would have had a much better system to update an expired bank card.,wo allow amend bank card account new card without second card able delete first card very poor system inconvenient time consuming stopped make purchase app not happy very bad first impression thought eats would much better system update bank card
This app works great for what it promises when it works correctly. Ive had odd past charges appear as im checking out and sometimes the food is less than equal to what ive actually ordered- which I know is a problem on the restaurant's end and not the actual app. Whenever that does occur I can just ask for a refund for what didnt appear which is super convenient and a great feature. My main problem is really just the past charges that Im sure is a problem for other people too.,this app works great works correctly odd past appear sometimes food less equal actually ordered i know problem restaurant end actual app whenever occur i ask refund didnt appear super convenient great feature my main problem really past sure problem people
It's good,it good
Wrose app ever!!!! ×××× it,app ever
My driver stopped answering my call and we didn't get our food after waiting an hour.,my driver stopped call get food waiting hour
I really love that you have super affordable local African food choices in there.,i really love super affordable local food
Food choices average ....,food average
It's mc bloody marvelous,it bloody marvelous
Very good,very good
No complaints really. Hasn't gone wrong for me yet. That's rare these days.,no really gone wrong yet that rare days
Good,good
I was trying out the app and accidently ordered and they charged my card a cancellation fee Smh.,i trying app accidently ordered card cancellation fee
They uber driver stole my food plus they over charged me horrible and unprofessional,they driver stole food plus horrible unprofessional
Good and fast,good fast
Pumpkin,pumpkin
Easy to use. Love watching the map.,easy use love watching map
On time delivery,on time delivery
wonderful,wonderful
Awful one of the people that work for this never showed up he never contacted me the worst app he stole the food and he has free food .I want my money back,awful one people work never never worst app stole food free food i want money back
Extremely horrible. There is an issue with the sign up process. I only have one email and it's registered to an old phone number 🖕,extremely horrible there issue sign process i one registered old phone number middle finger
Some really nice food places in my area aren't listed  but the service itself is really good!,some really nice food area listed service really good
Excellent,excellent
I hate ordering through uber eats because these places constantly cancel my order with no reason and I constantly get screwed over. At least when your order gets cancelled on grubhub or door dash they will give you a free delivery or credit towards next order for the inconvenience,i hate eats constantly cancel order reason i constantly get screwed at least order door dash give free delivery credit towards next order inconvenience
When installing the app  Uber asks for a number  great that works; then Uber asks for an email address - I use the email address that's been registered prior and I get an error that the email has already been registered  but that's the point  however I'm not able to log in. In an attempt to login with a registered email  I cannot login to the app. You force me to use a brand new email just to register. Allow me to use the email I want then I'll update to 5 stars.,when app number great works address i use address registered prior i get error already registered point however i able log in attempt login registered i login app you force use brand new register allow use i want i update
Have yet to get an order withing 30 to 45 min of estimated timeline. Door dash has been far more reliable. 3rd strike your out  this is my last order ever with Uber Eats.,have yet get order min door dash far reliable rd strike last order ever eats
Food fine but excess wait kept getting an extension to delivery time then saw driver was there for half hour at least before food ready,food fine excess wait kept getting extension delivery time saw driver half hour least food ready
Very poor,very poor
Very misleading   received an sms to the promotion buy 1 get 1 free  i uploaded and installed the app and pressed on the promotional banner   started ordering  nowhere on the app does it show buy 1 get 1 free  i left a comment requesting promo  but only to find   driver only brought 1 meal.,very misleading received promotion buy get free app promotional banner nowhere app show buy get free left comment find driver brought meal
excellent!,excellent
FIX YOUR APP,fix your app
Good,good
Great app 👍👌👏,great app thumbs ok hand clapping hands
तू तो बिक गया रे चंद रुपयों के लिए। अब हमें आफर कौन देगा।,
I don't recall creating an account. This App says I did though. 5 * just  for being Uber yeah' baby!,i recall account this app i though yeah baby
Can't get your app to work,ca get app work
Hate this,hate
Good,good
Lag  lag  lag  everything overpriced ......,lag lag lag everything
Great,great
I can't log in to my account its a very bad app i don't recommend it at all Edited - they helped me to login  thanks uber eats,i log account bad app recommend login thanks eats
I've been using uber eats for a few years and I've finally hit my breaking point  the orders are consistently wrong and arrive late  then when I ask for a refund the only give me a part of the delivery cost  FOR FOOD I NEVER RECIEVED. deleting the app  never using again.,i eats i finally hit breaking point consistently wrong arrive late i ask refund give part delivery cost for food i never app never
They got my complete order wrong after a good 45 min wait,they got complete order wrong good min wait
Bings food fast but my order is never right. I pay for food I don't get. 🤔 I get told I can't get a refund. Hope who got my food enjoyed it,food fast order never right i pay food i get thinking face i get told i get refund hope got food
I've got a lot out of this app,i got lot app
Worst app I added $100 to my account and I'm unable to use it  the customer service supervisor hung up on me worst service ever,worst app i added account i unable use customer service supervisor hung worst service ever
Deliveries are really over priced vs other app don't use too expensive,really priced app use expensive
Satisfying,satisfying
First time using this app and love it,first time app love
Great,great
To expensive they put food price up,to expensive put food price
Excellent for my lazy & late night desires while remaining safe in my home instead of attempting to drive while under any influences.,excellent lazy late night safe home instead drive
To expensive for drivers not to atleast use heating bags.,to expensive use heating
Help should be easier to reach through the app. I spent a while getting a refund for an order that I'm pretty sure wasn't really my fault. A coupon they sent was misleading  it said 20 eur min order (when in reality it meant 20 eur min AFTER coupon is applied)  I cancelled an order right after confirming it. Initially got charged 25 eur cancellation. Clarity on cancellation fees  also make it a reasonable amount please. Their customer service sounds so unhappy sorry I was angry  it was at uber:),help easier reach app i spent getting refund order i pretty sure really fault a coupon sent misleading said min order reality meant min after coupon applied i order right confirming initially got cancellation clarity cancellation also make reasonable amount please their customer service unhappy sorry i angry
Every thing was amazing,every thing amazing
Very good,very good
Solid and easy to use,solid easy use
Doesnt work  constantly says error processing request. Does not matter what account or device I use. Even when I use new payment options.,doesnt work constantly error request does matter account device i use even i use new payment
I love uber eats app its very convenient! What i usually have an issue with is the fast food place i order from (Forgettimg items that i paid for) or the drivers (Wromg car Rude   slow ect) .i think uber eats should make the food places send in conformation of the complete delivered orders so uber eats knows how they are doing as far as their service and performance because if its not good people could blame uber instead of the right company or employee. But overall i am thankful for uber eats!,i love eats app convenient what usually issue fast food place order car rude slow think eats make food send conformation complete eats far service performance good people could blame instead right company employee but overall thankful eats
等十世都未到,
I c Burger King!,i c king
Finding the talk to person option isn't easy to find and then they dont help you. Had a canceled order they saw it on their end and neglected to inform me. I am checking the app during the scheduled delivery time and no information given. After the delivery time expired that is when I was informed I wasn't getting any food! All I got from the information line is I understand your frustration. I have a family to feed. If I need to find a different option I need to know about it immediately!,finding talk person option easy find dont help had order saw end inform i app delivery time information given after delivery time i informed i getting food all i got information line i understand frustration i family feed if i need find different option i need know immediately
Not needed,not
We miss uber eats  it's better than other all food dilevery applications Stupid decision of selling the application.,we miss eats better food stupid decision selling application
I ordered food and the restaurant only gave the the delivery driver half of the food he went back to the restaurant to get the other half and they still missed an item the food was cold by the time I received it they refunded the money for the missing item and the spilled item bit they seem to thank a 5 dollar Uber credit for the cold food was sufficient yeah like that's makes me want to order again and get another messed up order,i ordered food restaurant gave delivery driver half food went back restaurant get half still item food cold time i received money missing item item bit seem thank dollar credit cold food sufficient yeah like want order get another order
Good to have,good
Awful app. Awful service. Waited over 90 mins for a McDonald's delivery....with three different drivers 'arriving' at McDonald's to pick up the order. Customer service was frankly useless.,awful app awful service delivery three different pick order customer service frankly useless
Good,good
Where the hell are my pickles? I order from wawa I ask for a side of pickles in the requests section since the option isn't available in the menu on uber eats like it is in store. I've asked 3 or 4 times  never gotten pickles. Wawa pickles are the bomb that's why I want them. If I had the ability to message the person picking up my food before they pick it up  I would  but you can't contact a delivery person until after they pick up your food. Not a great app,where hell i order wawa i ask side section since option available menu eats like store i times never gotten wawa bomb i want if i ability message person food pick i would contact delivery person pick food not great app
Very popular app used by many to get their food delivered. Restaurants  Hotels may vary according to the area. Most of them provide good food.Enjoying the offeres everytime. Great app.👌,very popular app used many get food may vary according area most provide good food enjoying great app ok hand
I love it,i love
After open app   ask password without set my password,after open app ask password without set password
Very nice driver & food was good,very nice driver food good
Great way to get food if you're busy  or just can't get out  but you pay for convenience.,great way get food busy get pay convenience
Deceptive experience...it is very dificult to get customer support..the help options are useless...many false or wrong promotions...they end up charging you more than what was showed on your order...and customer service does not do anythong about it....the app is incredibly buggy and freezes,deceptive experience get customer support help useless many false wrong end charging order customer service app incredibly buggy
The app basically sucks. Long story short  took my money never gave it back. Apparently it takes 10 days to process the money back but it doesn't take long to charge the account. A very disappointing experience as I was looking forward to my order till it was cancelled for some bloody reason. Never using this app again.,the app basically long story short took money never gave back apparently days process money back take long charge account a disappointing experience i looking forward order till bloody reason never app
It's not perfect and sometimes things get messed up but over all not bad,it perfect sometimes get bad
Canceled my account and made me an Uber Driver? No way! Had to dump app and reload. Kept asking me are I wanted to deliver to.,account made driver no way had dump app reload kept i deliver
Very fast and reliable,very fast reliable
Options dont reflect actual options and the app wouldnt even let me place an order.,dont reflect actual app wouldnt even let place order
a way=-O,way o
The interface freezes randomly in some instances.,the interface randomly
This app never works. Literally never. No matter what I do it just gets stuck on the address screen giving an error.,this app never works literally never no matter i stuck address screen giving error
Great experience. No real complaints.,great experience no real
Poor service. Extremely slow delivery. They have cancelled my orders twice after making me wait for 30 min.,poor service extremely slow delivery they twice making wait min
Order food  over an hour later food never delivered. Uber Support was absolutely no help. Gave me a refund  (which I was already entitled to) wasted almost 90 minutes during dinner time. Service is absolutely useless.,order food hour later food never support absolutely help gave refund i already wasted almost dinner time service absolutely useless
Mala  nunca tiene promociones  un problema agregar o quitar medios de pago y evidentemente te cobran más de lo que consumes  ya que quiero pagar mi cena y en mi tarjeta esta el importe exacto y me dice que no tengo fondos suficientes,mala un de te de lo ya mi en mi el dice
After the last update  every single restaurant I attempt to order from is now too far from my home to deliver to. The app is fundamentally useless to me now. Thanks for nothing.,after last update every single restaurant i attempt order far home deliver the app fundamentally useless thanks nothing
Convenient!!,convenient
