,Reviews,KeyWords,text
486,totally pointless app long distance book pick family day advance suppose leave win use ,"['totally', 'pointless', 'app', 'long', 'distance', 'book', 'pick', 'family', 'day', 'advance', 'suppose', 'leave', 'win', 'use']","Totally pointless app for planning longer distance trips... Booked a pick up for me and the family days in advance, only to have it canceled a few hours before we were supposed to leave due to no drivers... Won't use again as it can't be trusted..."
487,waste time accept far cancel prepare need proof support annoying hurry good concept ability pick instead away make wait ,"['waste', 'time', 'accept', 'far', 'cancel', 'prepare', 'need', 'proof', 'support', 'annoying', 'hurry', 'good', 'concept', 'ability', 'pick', 'instead', 'away', 'make', 'wait']","Waste of time. Drivers accept pickups from far and then cancel. Takes about 
4 to 5 tries and also prepare to keep doing for 2 hours or so. If you need 
I have proof to support sms cancelling from you. Annoying when you are in a 
hurry. Good concept that's all. But needs more drivers and ability to pick 
drivers instead of them accepting from far away and making us wait."
488,wait high want win happy company main competitor offer low ,"['wait', 'high', 'want', 'win', 'happy', 'company', 'main', 'competitor', 'offer', 'low']","Waiting charges are high. Prices are higher than the other competitors. If 
you want to win customers give them offers. Some drivers also not happy abt 
your company. Now your main competitor is Uber. They are offering low rates 
than you."
489,add wallet payment method ,"['add', 'wallet', 'payment', 'method']",Can't add frimi wallet to the payment method
490,good get term app instantaneously enter drop address discount pick cheating wait wheel poor customer service system not redeem bad thank old day look forward see ,"['get', 'term', 'instantaneously', 'enter', 'drop', 'address', 'discount', 'cheating', 'wait', 'wheel', 'poor', 'customer', 'system', 'redeem', 'thank', 'old', 'day', 'look', 'forward', 'see']","Pickme was good when it's first. Now it's getting sucks. The term sucks 
including (app issues, doesn't show up prices instantaneously even after we 
enter the drop off address, no discount on Keells pick ups and drop offs, 
drivers cheating on waiting before even we get in to the three wheel, very 
poor customer service, thus they have automated system. Cant even redeem 
our vouchers, bad points redeem system Etc;) Thanks for the good old days. 
Looking forward to seeing another app."
491,vehicle available wrong estimate actual nearly ,"['vehicle', 'available', 'wrong', 'estimate', 'actual', 'nearly']","Always vehicle not available, wrong estimate prices.. actual prices nearly 
2x"
492,app work simultaneously wait ride come end drawback taxi single device hand hope feature add ,"['app', 'work', 'simultaneously', 'wait', 'ride', 'come', 'end', 'drawback', 'taxi', 'single', 'device', 'hand', 'hope', 'feature', 'add']","App works well, but why cannot we simultaneously make 2 or more bookings at 
once? Have to wait until the ride comes to an end to make another. This is 
a drawback since passengers who have many ppl with them requiring more 
taxis with only a single device in hand are stranded due to this. Hope this 
feature could be added as well."
493,like err trip route destination high pay ,"['like', 'err', 'trip', 'route', 'destination', 'high', 'pay']","I dnt like it err trip amount shows first so less but when we reached as 
maps route to the destination it's shows higher amount to pay ufff"
494,pick visit sri driver random trip complain suppose resolve leave tourist well use ,"['pick', 'visit', 'sri', 'driver', 'random', 'trip', 'complain', 'suppose', 'resolve', 'leave', 'tourist', 'well', 'use']","I used Pick Me Up when I was visiting Sri Lanka. It was okay until a driver 
never showed up but I was charged for some random trip. I filed a complain 
with Pick Me Up. They were supposed to resolve it. They did nothing about 
it until I left. As a tourist, it is better to use Uber."
495,like pik app ,"['like', 'pik', 'app']",I don't like pik me don't download app
496,sri app add facility like world wide use password create account great ,"['sri', 'app', 'add', 'facility', 'like', 'world', 'wide', 'use', 'password', 'create', 'account', 'great']","I am from katunayaka ,sri lanaka if you can deveoped this app add more 
facility like a uber world wide can use this add email & password use 
create can account use full app great very usefull app well done"
497,wish feature favorite list type location everyday ,"['wish', 'feature', 'favorite', 'list', 'type', 'location', 'everyday']","I wish you guys have feature to make a favorite list out of locations cuz i 
have to type out the same location again and again everyday"
498,app star signal cancel la connection ,"['app', 'star', 'signal', 'cancel', 'la', 'connection']","මම මේකෙ පාරිභෝගිකයෙක් ...මෙම app එක නිසා ගොඩක් වාසි ලැබුනා..drivers and 
customers දෙන්නටම ගොඩක් වාසි..නමුත් මට 5 star දෙන්න විදියක් නෑ.. මොකද ඉස්සර 
වගේ නෙමෙයි දැන්.දැන් ඔයාලගෙ ප්‍රමිතිය බහිනවා ටික ටික..මොකද කියනවා නම් දැන් 
ඔයාලගෙ signal එහෙම අවුල් සහගතයි.සමහර trips cancel වෙනවා..ඒකෙන් වෙන්නෙ 
ඔයාලගෙ drivers la අඩු වෙන එක.හොදම connection එකක් දක්වාම මේක ගන්න 
බලන්න..නැත්නම් විශාල පාඩුවක් වෙන්නෙ"
499,app available like ,"['app', 'available', 'like']","Much needed app. Now available in cities like kurunegala, galle, kandy etc. 
Keep developing."
500,home map trip give unamused face ,"['home', 'map', 'trip', 'give', 'unamused', 'face']","The home loacation is runing all over the map and thecost for trip is not 
giving😒 !!!"
501,app need update ,"['app', 'need', 'update']",App is crashing down. Needs an update. 03/08/2018.
502,hi update drop select destination show national hospital get wrong pick point correctly ,"['hi', 'update', 'drop', 'select', 'destination', 'show', 'national', 'hospital', 'get', 'wrong', 'pick', 'point', 'correctly']","Hi, After Yesterdays Update, the drop down to select destination is not 
showing places which it showed before the update. E.g National hospital of 
srilanka etc. Also I keep getting complaints from drivers that it shows the 
wrong pick up point to them, even though it shows correctly on my side."
503,need improve rate different hight ,"['need', 'improve', 'rate', 'different', 'hight']",Need to improve... because thay rate is very different hight rate.....
504,easy way travel low budget ,"['easy', 'way', 'travel', 'low', 'budget']",Easy way to travel with a low budget
505,competitive price local save customer single rupee go unknown quantity sadly new benefit ,"['competitive', 'price', 'local', 'save', 'customer', 'single', 'rupee', 'go', 'unknown', 'quantity', 'sadly', 'new', 'benefit']","I was expecting a more competitive price against those quoted by local 
drivers for tourists ...however the prices quoted are the same or within 
100 rupees...it's not saving the customer a single rupee by going with an 
unknown quantity .Sadly it's not delivering anything new and is therefore 
of no benefit for tourists"
506,good app save time money ,"['good', 'app', 'save', 'time', 'money']",This is a good app & it save our time & money.
507,give not use eligible promotion ,"['give', 'not', 'use', 'eligible', 'promotion']","You are giving promo cords but i cant use it.it say s you are not eligible 
with this promotion."
508,need difficult little ,"['need', 'difficult', 'little']",It needs internet so it is difficult little
509,use taxi service ,"['use', 'taxi', 'service']",Do not use this taxi service
510,wheel pick come late way home say give write note return money check mentally ,"['wheel', 'pick', 'come', 'late', 'way', 'home', 'say', 'give', 'write', 'note', 'return', 'money', 'check', 'mentally']","We call a three wheel on pick me but he came very late and any way after 15 
Minuit he came and we go to our home and after 10 Minuit he came and saying 
you have given me a written note then we return a another one and again 
asking 2* money asking what is this please check drivers mentally problems 
first"
511,ask destination short trip specially ,"['ask', 'destination', 'short', 'trip', 'specially']","Drivers always call and ask the destination, if it is a short trip they 
cancelled the trip. Specially tuk drivers.."
512,possible add bike taxi future ,"['possible', 'add', 'bike', 'taxi', 'future']",Is it possible to add bike taxi in future
513,popular sri app domestic transport suggest add motorcycle ,"['popular', 'sri', 'app', 'domestic', 'transport', 'suggest', 'add', 'motorcycle']","A popular Sri Lanka app for domestic transport. We suggest to add 
motorcycle as well."
514,bad want cancel like app ,"['bad', 'want', 'cancel', 'like', 'app']","Worst. Drivers want us to cancel the trips. After cancelling two trips like 
that app shows there are no vehicles"
515,show price fare frequently close take ,"['show', 'price', 'fare', 'frequently', 'close', 'take']","It's not showing the predicted price of the fare. This occurs frequently. 
Also sometimes the predicted price is not even close to the price taken by 
the drivers"
516,set location correctly wrong address ,"['set', 'location', 'correctly', 'wrong', 'address']",I can't set my location correctly it shows a wrong address
517,love app vehicle night ,"['love', 'app', 'vehicle', 'night']",I love this app But sometimes there is no vehicle at night
518,app pinpoint location map book cab manually tell ,"['app', 'pinpoint', 'location', 'map', 'book', 'cab', 'manually', 'tell']","The app can't pinpoint my location on the map when i book a cab. i have 
manually tell the app where i am."
519,superior replacement sri new update bit great ,"['superior', 'replacement', 'sri', 'new', 'update', 'bit', 'great']",A superior replacement to Uber in Sri lanka. The new UI update is a bit clunky but other than that its great.
520,price ride available location wrong current ,"['price', 'ride', 'available', 'location', 'wrong', 'current']","The price for the ride is not available and also my location is wrong. The 
current location is wrong"
521,shall add stop option easy reach location thank reply appreciate open app implement feature available ,"['shall', 'add', 'stop', 'option', 'easy', 'reach', 'location', 'thank', 'reply', 'appreciate', 'app', 'open', 'implement', 'feature', 'available']","Why don't you'll add a stop over option so it will be easy if we have to do 
a stop over b4 reaching the location. . . Thanks for your reply We would 
appreciate if we can open the app from Google maps if you implement that 
feature available in maps"
522,book taxi morning ,"['book', 'taxi', 'morning']",We can't book taxi in the morning
523,like list ,"['like', 'list']",Like a list of vehicles
524,allow discount acceptable annoying ,"['allow', 'discount', 'acceptable', 'annoying']","Why do you allow discount when it is not acceptable??????that's really 
annoying...."
525,driver trip get right cheat start go ,"['driver', 'trip', 'get', 'right', 'cheat', 'start', 'go']","The driver arrived and he started the trip once I got in and that is all 
right cauz theres no cheating there. BUT when he was starting the trip , it 
started from Rs96.! WHY IS THAT.? The whole trip was 250 and almost 100 
were gone for what..?"
526,old well ,"['old', 'well']",Old one is better
527,new update super slow annoying stick user familiar lose map load duper better app order ,"['new', 'update', 'super', 'slow', 'annoying', 'stick', 'user', 'familiar', 'lose', 'map', 'load', 'duper', 'better', 'app', 'order']","The new update is super slow and quite annoying. Stick to what the user has 
been familiar with rather than changing it over and over again. We get lost 
with the new UI's and the map loading is super duper slow! Better you guys 
get your app in order!"
528,ask location correct go short distance cancel greedy ,"['ask', 'location', 'correct', 'go', 'short', 'distance', 'cancel', 'greedy']","They call ask if location is correct, then they ask where you are going if 
its a short distance they ask you to cancel. Greedy drivers!!"
529,easy use happy service ,"['easy', 'use', 'happy', 'service']",It is easy to use. And I'm happy with the service
530,good save money safety ,"['good', 'save', 'money', 'safety']",It's good. Save our money..... And safety...
531,new update horrible fare better ,"['new', 'update', 'horrible', 'fare', 'better']","New update is horrible..it doesn't show the details of fare..should have 
upgraded it more better"
532,driver behavior action company beware security jump ride ,"['driver', 'behavior', 'action', 'company', 'beware', 'security', 'jump', 'ride']","Many incidents with driver behavior with no action from the company. Beware 
of your security before you jump into a ride.."
533,think better old pick ,"['think', 'better', 'old', 'pick']",I think that it's quite better than the old pick me
534,time need pick location want detect automatically fetch select correct improve app slow day drop type recent try update frequent ,"['time', 'need', 'pick', 'location', 'want', 'detect', 'automatically', 'fetch', 'select', 'correct', 'improve', 'app', 'slow', 'day', 'drop', 'type', 'recent', 'try', 'update', 'frequent']","All the time we need to enterd the pick up location it want detect 
automatically its keep on fetching location but it want select the correct 
location this is need to be improve and app is very slow on theese 
days...drop location also when we type one location the app will select the 
very recent one all though I typed the location it want select please try 
to update this really helpfull for frequent users. .."
535,normally use app frequently happen annoying like day home not start seriously no depend specially people rude care tell cancel go direction pass need sack type transportation safe walk look slowly loose bad matter steady ,"['normally', 'frequently', 'happen', 'annoying', 'home', 'seriously', 'depend', 'specially', 'rude', 'care', 'direction', 'pass', 'sack', 'transportation', 'safe', 'walk', 'slowly', 'loose', 'matter', 'steady']","I normally use this app frequently but then always downtime blocks and etc 
are happening which is so ANNOYING! Like the other day, i wanted to get 
home asasp around 8 and this app didnt start!!!!! Like seriously? No one 
can depend on pickme Sri Lanka and specially in my hometown, people are so 
rude and they doesnt even care to call and tell me to cancel but goes the 
other direction or passing me. You all need to have some disciplines or 
sack those type of fellows. We all depend for a transportation because 
these days its not safe to walk!!! If your all doesnt look into some these 
issues, slowly you all will loose one by one and there will be bad views of 
this app. Please look into this matter specially and make the app steady 
ALWAYS."
536,time care ur take manage day discount think bad end money run ,"['time', 'care', 'ur', 'take', 'manage', 'day', 'discount', 'think', 'bad', 'end', 'money', 'run']","All the time you care ur bzns.but take care of ur drivers.specialy took 
drives.how they manage if you give them all day discount for customers.i 
think it's very bad for them end of the if they don't have any money how 
they run next day.....?"
537,create account disappoint ,"['create', 'account', 'disappoint']",We can't create an account in this. I'm so disappointed
538,good transport take extra money short time wait like,"['good', 'transport', 'take', 'extra', 'money', 'short', 'time', 'wait', 'like']","Good transport services but the drivers are taking extra money while
activated offers and taking money for short time waiting like 30 seconds or
less"
539,location navigation ,"['location', 'navigation']",Location and navigation issues
540,recently book wheel sudden app pay driver high price average time unsatisfied quality service trip end phone,"['recently', 'book', 'wheel', 'sudden', 'app', 'pay', 'driver', 'high', 'price', 'average', 'time', 'unsatisfied', 'quality', 'service', 'trip', 'end', 'phone']","30/05/18 Recently I'd booked a three wheel and all of a sudden the app
crashed in the drivers app..Then we had to pay the driver higher price than
average.. This had happened another times too.. unsatisfied with quality of
service .. even now the trip hasn't ended in my phone.."
541,slow find taxi hard ,"['slow', 'find', 'taxi', 'hard']",Funtioning slow .... find taxi very hard
542,app play service visibility completely inactive location not ,"['app', 'play', 'service', 'visibility', 'completely', 'inactive', 'location', 'not']","Can't see app it says google play service updating,no visibility, app is 
completely inactive, location or cant do anything"
543,play book yesterday ,"['play', 'book', 'yesterday']","Google play is updating.. can not book vehicles. This is experiencing since 
yesterday."
544,app try book annoying ur need ,"['app', 'try', 'book', 'annoying', 'ur', 'need']",The app stops while trying to book and it's annoying when ur in need
545,not like previous version type drop location driver come pick tell need know difficulty recent select use thing different ,"['not', 'like', 'previous', 'version', 'type', 'drop', 'location', 'driver', 'come', 'pick', 'tell', 'need', 'know', 'difficulty', 'recent', 'select', 'use', 'thing', 'different']","Not like previous version. I cannot type drop location. Sometimes when tuk 
tuk driver calls me or once he comes to pick me only i can tell where i 
need to go. Some drivers doesn't like to come after get to know about drop 
location. But with greatest difficulty from recent used location sometimes 
i managed to select drop location. But i cannot use it for all the drop 
locations which i need to go. Same thing happenes if i need to select 
different pick location."
546,pick drop location way log information lead unpleasant input interim final destination think hire worth distance reject order suggestion include return button app addition field customer able mention furth km interested sufficient good service far ,"['log', 'information', 'lead', 'unpleasant', 'input', 'interim', 'final', 'worth', 'reject', 'suggestion', 'include', 'return', 'button', 'addition', 'field', 'mention', 'furth', 'km', 'interested', 'sufficient']","When it's a pick up & a drop @ the same location, the customers have no way 
to log in that information in & it has led to many unpleasant experiences 
with chauffeurs. Because of this we would have to input an interim location 
as the final destination and when we do that, chauffeurs thinking that the 
hire is not worth the distance, reject the order. Suggestion: could you 
include ""Return to pick up location"" button in the app, in addition to the 
""Destination"" field. Then the customer will be able to mention the furthest 
location he will go + that he intends to return back. Now a hire which 
looked as if only 4kms will become a hire of 8kms and this will keep the 
chauffeurs interested and also will give them sufficient information 
whether to pick the order or not. Good service so far. Keep it up"
547,help app need advance like ,"['help', 'app', 'need', 'advance', 'like']",it's a help full app But need get more advance I like this app!!
548,app trip ,"['app', 'trip']",suddently logout from the app while on the trip.
549,map wrong right location ,"['map', 'wrong', 'right', 'location']","The map sometimes takes u to wrong places ecen if u put the right 
location.. Some drivers do not roads.. They are asking from is"
550,add passenger rating system learn wrong idea ,"['add', 'passenger', 'rating', 'system', 'learn', 'wrong', 'idea']","You can also add a passenger rating system too so the passengers' will 
learn what did they do wrong...! How's the idea?"
551,way well service kangaroo pick thumb clap hand ,"['way', 'well', 'service', 'kangaroo', 'pick', 'thumb', 'clap', 'hand']","This is way more better than the service of kangaroo cabs, Keep it up pick 
me👍👏"
552,find location know drop exact place turn change return correct point friendly helpful not love ,"['find', 'location', 'know', 'drop', 'exact', 'place', 'turn', 'change', 'return', 'correct', 'point', 'friendly', 'helpful', 'not', 'love']","Drivers cannot find the location often and some do not know the location 
where we should go . Also some drivers does not drop us to the exact place 
since they cannot turn again sometimes no change to return eventhou they do 
not drop us exact place we should give then correct amount to the point . 
Some drivers are so much friendly and helpful but not all thats why i didnt 
give 5 stars . Unless these errors i love pickme"
553,come prefer tell ,"['come', 'prefer', 'tell']","Some of drivers refuce to come as their prefer.Also some drivers don't 
telling rubish when teenagers travelling alone."
554,not company like drive weel number plate tell respect lady use app sure safety ,"['not', 'company', 'like', 'drive', 'weel', 'number', 'plate', 'tell', 'respect', 'lady', 'use', 'app', 'sure', 'safety']","Dont take idiots to your company like this scumbag called MADURA whos 
driving a three weel the number plate is ABC 3974.And tell him to respect 
ladies. If u gonna use this app pls make sure u see about your own safety."
555,accept request night tell cancel not like normal trust best get meter stick money meet today ,"['accept', 'request', 'night', 'tell', 'cancel', 'not', 'like', 'normal', 'trust', 'best', 'get', 'meter', 'stick', 'money', 'meet', 'today']","So many tuk riders have not accepted the request at the night. And they 
accepted and asking where to go and after that telling cancel bcz he cant 
go. I dont like to go normal tuk tuk bcz i cant trust them. Otherwise 
pickme is best . Please make some conditions to that. Otherwise girls 
getting too many problems in that. And some of drivers alwys telling their 
meter is getting stuck. After that they asking too much money from us . I 
have met today also one of like that."
556,book car van later new pick update ,"['book', 'car', 'van', 'later', 'new', 'pick', 'update']","Why we can't book mini car , car or van later? We can book onlyVIP cars 
later in New pick me update"
557,previous version user friendly easy use ,"['previous', 'version', 'user', 'use', 'friendly', 'easy']",Previous version is user friendly. Updated one is not easy to use.
558,better ,['better'],It's better than the others
559,like app ,"['like', 'app']",thats i like app in srilanka no 1 app
560,good way book cab ,"['good', 'way', 'book', 'cab']",Really good . fastest way to book a cab.
561,undiscipline mistakenly leave phone seat report main officer week receive poor service disappoint customer care ,"['undiscipline', 'mistakenly', 'leave', 'phone', 'seat', 'report', 'main', 'officer', 'week', 'receive', 'poor', 'service', 'disappoint', 'customer', 'care']","You have undisciplined drivers.because I mistakenly left my phone on thr 
seat of a tuk.I even report it the the main officer.it's being 3weeks.and i 
did not receive my phone yet.poor service... disappointed customer care.."
562,good app simple way use time vehicle ,"['good', 'app', 'simple', 'way', 'use', 'time', 'vehicle']","Good app&simple way to use. Please make a app, 1time can use more then 1 
vehicle."
563,driver discipline integral ,"['driver', 'discipline', 'integral']",Monitoring of all driver's discipline is integral
564,let access app load highly disappointed previously night ,"['let', 'access', 'app', 'load', 'highly', 'disappointed', 'previously', 'night']","It doesn't let me access the app. It just shows it's loading but never 
does. Highly disappointed as it previously didn't have drivers during the 
night and now this."
565,red effect sri ,"['red', 'effect', 'sri']",Red effect sri lanka.
566,way expensive nonsense pay twice pick hire normal price driver take ,"['way', 'expensive', 'nonsense', 'pay', 'twice', 'pick', 'hire', 'normal', 'price', 'driver', 'take']","Way too expensive!, What is this nonsense? I should pay twice the amount for this pick me hire than a normal tuk tuk hire! The normal price was 150 but this driver took 320 rupees!!!!"
567,rate star couple time get accept trip not come pickup location till late hard find alternative driver confirm far case believe app phone good purpose ,"['rate', 'star', 'couple', 'get', 'accept', 'trip', 'not', 'come', 'pickup', 'till', 'late', 'hard', 'find', 'alternative', 'confirm', 'far', 'case', 'believe', 'phone', 'purpose']","I rate this with one star because,   I chek couple of times there is no taxies when it is raining. Drivers are getting too much time to accept the trip. Drivers arent coming to the pickup location till we call them. And they getting tooo late to come to pickup location. Its hard to find a alternative driver when confirmed driver is too far to me or in other case. I believe this is one of the stuipidest app ive ever installed to my phone. I recomened ""Do not download this app"". Download some other app which can be good for this purpose. Im done with it."
568,half time ,"['half', 'time']",Half of the time no vehicles
569,sri transportation ,"['sri', 'transportation']",This is the greatest this happened in Sri Lankan transportation!
570,use taxi app nearby pick request annoying facility decide time waste wait available ,"['use', 'taxi', 'app', 'nearby', 'pick', 'request', 'annoying', 'facility', 'decide', 'time', 'waste', 'wait', 'available']","Whats the use of a taxi app, if the nearby drivers do not pick our request, Its annoying the that the drivers have the facility to decide to go or not. Sometimes its a time waste when waiting for someone to pick your request while available vehicles are nearby."
571,unprofessional unlike previously late app find vehicle number driver book ask need improve ,"['unprofessional', 'unlike', 'previously', 'late', 'app', 'find', 'vehicle', 'number', 'driver', 'book', 'ask', 'need', 'improve']","Cheaper than uber. But qualities of most of the drivers are also cheaper and unprofessional. And unlike previously, in the latest app, I could not find the vehicle number of the driver when I made a booking. I had to call the driver and ask the vehicle number. Need to improve."
572,hate pick everyday want child school book ask drop place cut line booking wait long finally ur company mean thank ,"['hate', 'pick', 'everyday', 'want', 'child', 'school', 'book', 'ask', 'drop', 'place', 'cut', 'line', 'booking', 'wait', 'long', 'finally', 'ur', 'company', 'mean', 'thank']",i hate pick me. everyday when i want to go to pick my child from the school i book pick me. but they call and ask for the drop off place and cut the line. not answering for my call or not cancelling the booking. so i wait long and finally go without pick me. some of these drivers make ur company statis so mean. thanks
573,know pic good app like ,"['know', 'pic', 'good', 'app', 'like']",I don't know how to get my pic on there but it a good app I really like like it
574,price ,['price'],What's the price for 1 km?
575,no benefit driver late charge wait hour ride vehicle ,"['no', 'benefit', 'driver', 'late', 'charge', 'wait', 'hour', 'ride', 'vehicle']",No benefit for customers if the driver arrives late. They charge you for canceling so you have to wait until driver arrives even if takes 1 hour. They charge us for waiting on the ride but no waiting benefit when we wait for vehicle.
576,good accept trip tell cancel time use fowl language need fix recommend pick ,"['good', 'accept', 'trip', 'tell', 'cancel', 'time', 'use', 'fowl', 'language', 'need', 'fix', 'recommend', 'pick']",The services aren't very good. The drivers accept the trip and then call us and tell us to cancel the trips. It happened to me so many times now. The drivers use fowl language even with women. This needs to be fixed. I Will recommend uber than pick me.
577,map not load new update ,"['map', 'not', 'load', 'new', 'update']",Map doesnt load after the new update!!!
578,like app use ,"['like', 'app', 'use']",I like this app soo much and it is soo use full
579,bad number decent short archive place try long indirect charge lot familiar matter indecent thumb usually know use hell go ,"['bad', 'number', 'decent', 'short', 'archive', 'place', 'try', 'long', 'indirect', 'charge', 'lot', 'familiar', 'matter', 'indecent', 'thumb', 'usually', 'know', 'use', 'hell', 'go']",Very bad. Number of drivers here are not decent There are number of short cuts to archive the place but they always try to go by long roads (indirect ) then they can charge lot. If anyone familiar in Colombo nothing matter But what about others? Very bad  Indecent 👎👎 I usually used this so I know But I don't use this now  What's the hell is going on? Lol
580,turn location service ,"['turn', 'location', 'service']",It says to turn On the location service but its already On..
581,pm type area pick management monitor driver money reader tell wrong machine complain point corrupt check app unpopular ,"['pm', 'type', 'area', 'pick', 'management', 'monitor', 'driver', 'money', 'reader', 'tell', 'wrong', 'machine', 'complain', 'point', 'corrupt', 'check', 'app', 'unpopular']",At around 4pm there are no vehicles of any type at hulftsdorp area. The pick me management must monitor theor drivers as well. Once a driver asked for more money than what appeared on the pickme reader telling there is something wrong in the machine. I even placed a complain at that point. But it appears to be more and more corrupted drivers. Should check all these. Cz the app is becoming very unpopular.
582,wow st trip good driver thank pick ,"['wow', 'st', 'trip', 'good', 'driver', 'thank', 'pick']",Just wow... My 1st trip to kadawatha was good. Very deasent driver. Thanks Pick me
583,terrible people horrible service recommend not reliable say experience ,"['terrible', 'people', 'horrible', 'service', 'recommend', 'not', 'reliable', 'say', 'experience']","Terrible people, horrible service, I won't recommend it to anyone... Not reliable at all...saying this with experience"
584,bad cab app sri possibly south region horrible unprofessional unethical nosy indiscipline idea go cancel ride keep wait end use kangaroo ,"['bad', 'cab', 'sri', 'possibly', 'south', 'region', 'horrible', 'unprofessional', 'unethical', 'nosy', 'indiscipline', 'idea', 'go', 'cancel', 'ride', 'keep', 'wait', 'end', 'use', 'kangaroo']","The worst cab hailing app in Sri Lanka and possibly in this South Asian region. Horrible, unprofessional, unethical, nosy, indisciplined drivers who have no idea where they are going, cancel the ride after accepting and  keeping you waiting for hours on end. Use the Kangaroo cab app."
585,easy mode ,"['easy', 'mode']",An easy mode of online travelling
586,app take tourism experience level sri provide remote write review gesture gratitude company ,"['app', 'take', 'tourism', 'experience', 'level', 'sri', 'provide', 'remote', 'write', 'review', 'gesture', 'gratitude', 'company']",This app took my tourism experience to the next level in Sri Lanka. It provided me Tuk Tuks in the most remote locations in Sri Lanka. I am writing this review as a gesture of gratitude towards the company
587,driver not find location poor service ,"['driver', 'not', 'find', 'location', 'poor', 'service']",Driver cant find location .poor service
588,good money hard vehicle ,"['good', 'money', 'hard', 'vehicle']",Good  less money and now it's hard to take a vehicle
589,way close charge estimate traffic time trip regularly say start price accept scold short distance tell drop location see point know ask hey pick ,"['way', 'close', 'charge', 'estimate', 'traffic', 'regularly', 'say', 'start', 'price', 'accept', 'scold', 'short', 'distance', 'tell', 'drop', 'see', 'point', 'know', 'ask', 'hey']","The estimates are no way close to the amount they charge. It's always the same estimate even during traffic times. It always says 100-104 to this one trip I take regularly but always charge around 150. And once on another trip it said 50-55 eventhough the starting price is 60 hahahaha.  The drivers accept our trips and then scold us saying it's a short distance. We already told them our drop off location so couldn't they have seen that earlier when accepting trip.   Also,the whole point of having maps is so that they'd know the way and won't ask us. But hey,they ask us, we don't know and they go around in circles and charge us more  Get Pick Me!💯"
590,terrible ride remote area airport book later feature schedule pickup advance promptly receive confirm list app come car sight booking magically cancellation notice spite confirmation send no customer support phone number address time day flight luckily find local taxi company open agree disastrously poor service need reliable transportation suggest look ,"['remote', 'airport', 'schedule', 'advance', 'promptly', 'list', 'sight', 'magically', 'cancellation', 'notice', 'spite', 'confirmation', 'support', 'flight', 'luckily', 'open', 'agree', 'disastrously', 'reliable', 'suggest']","Terrible. I needed a ride from a remote area to the airport at 2am, so I used PickMe's ""Book Later"" feature to schedule a pickup (10 hours in advance). I promptly received an SMS confirming my booking, and the details were also listed in the app under ""My Trips.""  2am came around and there was no car in sight. My booking magically disappeared from the app, with no cancellation notice, in spite of the confirmation they sent me earlier.  No one answered their customer support phone number or email address at the time and still now, a full day later.  I could've missed my flight but luckily I found a local taxi company that was still open and agreed to take me.  What a disastrously poor service. If you need a reliable transportation service that will be there when they say they will, I suggest you look elsewhere."
591,time far disappointed future ,"['time', 'far', 'disappointed', 'future']",Been my all time favourite! So far not been disappointed and hoping the same in future!
592,convenient service customer support terrible use option file complaint phone line know moat people help allow register instead criminal simply add button app accidentally leave time incentive bring company fire interested make money ,"['support', 'terrible', 'file', 'complaint', 'line', 'moat', 'help', 'allow', 'register', 'instead', 'criminal', 'simply', 'button', 'accidentally', 'leave', 'incentive', 'bring', 'fire', 'interested', 'make']","Convenient service but their customer support is terrible.  They use to have an option to file a complaint on their phone line but now it asks you to email them, knowing moat people won't do that. Even then they don't do much to help the customer. On top of that they will allow anyone to register with them. So instead of checking if the people who register with them have serious criminal records they simply added a SOS button to the app lol If you accidentally leave something it will be robbed. This happened several times to me, the drivers have no incentive to bring anything back. And the company will not fire them because they are more interested in making money."
593,not west ur time ,"['not', 'west', 'ur', 'time']",guys dont west ur time
594,easy late ,"['easy', 'late']",It is very easy but drivers are late sometime
595,great app phone past year couple day park vehicle home go night apartment rent come pick morning lot take taxi save stress walk road trip quick responsive time actually get stick traffic thought charge not end people higher clearly state price differ show acceptable run fuel think guess company figure turn heavy maybe payment deserve waste ,"['past', 'year', 'couple', 'park', 'apartment', 'rent', 'stress', 'walk', 'responsive', 'thought', 'higher', 'state', 'differ', 'acceptable', 'fuel', 'guess', 'figure', 'heavy', 'maybe', 'deserve']","this is a great app. i have been having it in my phone's and tablets for the past one year or so but never have used it as much as i used it for the past couple of days.i couldn't park my vehicle at my home cuz of the constructions going on and had to park it every night in my apartment which is rented and had to come home and go pick it up next morning, for around 4 days ... this app helped me a lot i took taxi's from borella to ratmalana in evenings around 9 to 10 and in the morning from ratmalana to borella around 6 to 9 this app saved me the stress of walking towards galle road to get a taxi and the stress of figuring out charges per trip ... the drivers were quick and responsive, one time we actually got stuck in traffic at borella and i thought it will charge a lot more which it didnt at the end, for all the people who got issues they may charge u higher prices but they clearly state the price will differ from the shown due to traffic and other reasons which is acceptable. everyone this is just the app and the taxi's actually run on fuel think about it. and i guess the company should figure out something about the drivers who turn off there systems on heavy traffic times - maybe because they ain't getting the payment they deserve for the fuel that gets wasted on traffic times."
596,location diver ,"['location', 'diver']",Melo Wadak nha kisima Inna location eka diverta pennane nha kiyala diver karayo apita kaghanwa
